OBJECTID,StreetID,Name,Type,LeftFrom,LeftTo,RightTo,SegmentID,Surface,Class,Curb,Width,Miles,Cross1,Cross12,Cross2,Cross22,GlobalID
5683,3686.0,THOMAS BERRY,WAY,4800,5080,5079,8205,Unpaved,Private,No,,0.70665,,,PICKARDS MEADOW RD,PICKARDS MEADOW RD,{7CB7B812-B8FF-4231-ADE3-25787C3B9A3A}
5684,1759.0,OLD OXFORD,RD,1701,1705,1706,8206,BST,Collector,N,19.0,0.05287,VELMA RD,ELLIOT RD,RIDGECREST DR,OXFORD HILLS DR,{90E5AF24-7BAE-455C-A876-DF80B73D1729}
5685,1222.0,JONES FERRY,RD,2214,2304,2305,8207,,Minor Coll,,,0.10494,SPRINGHILL FOREST RD, ,ORCHARD TRAIL, ,{C36C4539-D05E-4208-93EF-040526CB002F}
5686,1222.0,JONES FERRY,RD,2306,2398,2399,8208,,Minor Coll,,,0.10194,ORCHARD TRAIL, ,DAMASCUS CHURCH RD, ,{90E85BE8-139A-47D3-A4F8-ED23A82D21D0}
5687,3969.0,BENNETT ORCHARD,TRL,301,525,524,8209,BST,Local,No,,0.40498,JONES FERRY RD,JONES FERRY RD,,,{3FAAA489-F44A-4580-B4DE-EC9975F95F86}
5688,1119.0,HOLMAN,LN,1901,1915,1916,8210,Unpaved,Private,No,,0.05918,OLD SCHOOL RD, ,HOLMAN LN, ,{CBFB184F-FF9F-4BC6-8EBB-7F320F39EBA4}
5689,3368.0,HUGOS HILL,RD,1700,1798,1799,8211,Unpaved,Private,No,,0.08042,HOLMAN LN, , , ,{08454A5B-787D-4662-B610-630EE8B92951}
5690,1119.0,HOLMAN,LN,1801,1821,1820,8212,Unpaved,Private,No,,0.15827,HUGO'S HILL RD, , , ,{4D8E7713-D9DF-413A-A680-DB56E945BA4E}
5691,3961.0,SOUTH CROSS,RD,101,149,150,8213,BST,Private,No,,0.09351,TRIPP RD,TRIPP RD,,,{BADE3237-139D-42DE-A027-82B9F1B2310A}
5692,2450.0,TRIPP,RD,1540,1580,1579,8214,Unpaved,Private,No,,0.06038,SOUTH CROSS RD,,OLD GREENSBORO RD, ,{F108492C-EF87-4B53-B27F-829674FA4AC7}
5693,2450.0,TRIPP,RD,1500,1538,1539,8215,Unpaved,Private,No,,0.16766,SOUTH CROSS RD,, , ,{17B68E3A-2815-4073-92D3-CCDE045B3555}
5694,1745.0,OLD GREENSBORO,RD,4500,4698,4699,8216,Asphalt,Major Coll,No,,0.21117,WHITE CROSS RD,WHITE CROSS RD,OPUS WAY, ,{EE1B67BF-6C6D-472F-B5C6-5DEA53CADA9A}
5695,1745.0,OLD GREENSBORO,RD,4710,4824,4825,8217,Asphalt,Major Coll,No,,0.19681,OPUS WAY,,TOUCAN DR, ,{A51C68E4-FA5B-4331-A470-B736FF1A2E6B}
5696,674.0,DODSONS CROSSROADS, ,9532,9562,9561,8218,Asphalt,Major Coll,No,,0.06909,DAILWOOD LN, ,TIMBERIDGE CT, ,{3E45A107-02CB-4666-8872-7AEEB060779C}
5697,674.0,DODSONS CROSSROADS, ,9416,9530,9531,8219,Asphalt,Major Coll,No,,0.1115,BLUEBERRY LN, ,DAILWOOD LN, ,{C37E3395-5B68-4111-9EDA-B0426404A10E}
5698,3851.0,DAILWOOD,LN,200,212,211,8220,Unpaved,Private,No,,0.18078,DODSONS CROSSROADS,DODSONS CROSSROADS,,,{6E1E2D60-C784-468D-9AA9-E34430948631}
5699,232.0,CARL DURHAM,RD,2800,3098,3099,8221,Asphalt,Local,No,,0.39947,WABASH RD, ,TENDRIL LN, ,{6B81EE2F-6032-429F-AC66-FB19EAD53D1F}
5700,2383.0,TENDRIL,LN,2601,2749,2750,8222,Unpaved,Private,No,,0.21617,, ,CARL DURHAM RD,CARL DURHAM RD,{45F5D65C-4037-4A71-96C4-872EE4E65B53}
5701,232.0,CARL DURHAM,RD,3100,3498,3499,8223,Asphalt,Local,No,,0.43959,TENDRIL LN, ,HWY 54,HWY 54,{366105E8-CF3F-4185-8451-91780815EF86}
5702,3845.0,HICKORY HOLLOW,DR,200,270,269,8224,Unpaved,Private,No,,0.45711,TWIN MOUNTAIN RD,TWIN MOUNTAIN RD,,,{26B37600-E1B7-4CEB-9DD7-995050BBD958}
5703,3844.0,TWIN MOUNTAIN,RD,100,170,169,8225,Unpaved,Private,No,,0.3244,TWIN MOUNTAIN RD,TWIN MOUNTAIN RD,,,{79594993-88D5-4E81-9507-342DC59EB758}
5704,1659.0,NC 86, ,6712,6800,6801,8228,Asphalt,Major Coll,No,,0.08582,ALEXANDER DR, ,CLYDE RD, ,{D3520864-4B47-4404-8FD6-408D11811C9C}
5705,1659.0,NC 86, ,6802,6850,6849,8229,Asphalt,Major Coll,No,,0.19842,ALEXANDER DR, ,CLYDE RD, ,{BB66CA0D-9878-49E5-BCDC-34FDE43AFAF9}
5706,3251.0,COVENANT,DR,700,724,725,8231,Unpaved,Private,No,,0.2699,WHISPER RIDGE DR, , , ,{6E4F5BF2-B5F6-48E6-A85F-88D991A2D14F}
5707,2162.0,SCHLEY,RD,4200,4420,4421,8235,Asphalt,Minor Coll,No,,0.26841,GRASSY RIDGE RD, ,SOUTHERNWOOD DR, ,{48C7693B-2933-450D-9560-4085741CC725}
5708,2162.0,SCHLEY,RD,4422,4650,4649,8236,Asphalt,Minor Coll,No,,0.30039,SOUTHERNWOOD DR, ,MINCEY RD, ,{6F447508-2F85-4C66-8E03-388D55B5BAAF}
5709,3719.0,SOUTHERNWOOD,DR,100,224,225,8237,BST,Private,No,,0.45737,SCHLEY RD,SCHLEY RD,,,{7285070F-44ED-47FA-B2C4-7854A1CF872D}
5710,3796.0,WITHERS,WAY,201,259,260,8238,BST,Private,No,,0.36331,SOUTHERNWOOD DR,SOUTHERNWOOD DR,,,{8F632C56-2826-4EF7-A919-216AA9AF8F63}
5711,3719.0,SOUTHERNWOOD,DR,300,350,349,8239,BST,Private,No,,0.22943,WITHERS WAY,SOUTHERNWOOD DR,TALL OAKS CIR,SOUTHERNWOOD DR,{3683730B-4869-4108-B410-FBC5299D5165}
5712,3799.0,WINDING RIVER,RD,301,399,398,8240,BST,Private,No,,0.30834,SOUTHERNWOOD DR,SOUTHERNWOOD DR,BITTERSWEET LN,,{C178473C-1A16-469B-AB7E-66E273C967EC}
5713,116.0,BREEZE,RD,3702,4898,4899,8241,Asphalt,Local,No,,1.42115,PASS FARM LN,,NC 157,NC 157,{9DA61334-D8E3-469E-8084-EE9548FB759C}
5714,116.0,BREEZE,RD,3600,3700,3701,8242,Asphalt,Local,No,,0.16574,BROWN RD,BROWN RD,PASS FARM,,{DD369007-F7C6-4E4E-994D-2FCB8327BAD0}
5715,1482.0,MARY HALL,RD,6200,6220,6221,8243,Asphalt,Local,No,,0.08553,DENALI DR,,ELK RIDGE, ,{CE9D9D74-D473-4EC3-A57D-37E6C448A81C}
5716,1482.0,MARY HALL,RD,6300,6520,6519,8244,Asphalt,Local,No,,0.33173,ELK RIDGE,,LITTLE RIVER CH RD,LITTLE RIVER CH RD,{C8B2977F-142D-4414-90CB-9B45E36647A5}
5717,3771.0,FELLOWSHIP,LN,100,120,119,8245,Unpaved,Private,No,,0.06232,NEW SHARON CHURCH RD,,NEW SHARON CHURCH RD,,{51664184-CB65-41D7-B174-1F4FA129198F}
5718,945.0,GOVERNOR SCOTT,RD,5100,5212,5211,8247,BST,Local,No,,0.26662,TRIPLE CREEK DR, ,BRICEWOOD LN,MILL CREEK RD,{5001DB78-0BAA-4B72-9E79-26468094DE35}
5719,2648.0,WILKERSON,RD,7606,8640,8639,8248,Asphalt,Minor Coll,No,,1.14416,ORMOND RD, ,, ,{0B12EE05-06D6-4BD0-AA1B-ED4E34739DF2}
5720,2648.0,WILKERSON,RD,8642,8930,8931,8249,Asphalt,Minor Coll,No,,0.33392,, ,BLACK DOG RUN, ,{14D0C7D4-E249-4903-913C-AC9FC10964AE}
5721,159.0,BROWN,RD,3900,4222,4221,8250,Asphalt,Local,No,,0.52447,BREEZE RD,BREEZE RD,,CALM PSGE,{E951A5B3-5DAE-4933-9CE2-32103ECD92AC}
5722,159.0,BROWN,RD,4224,4720,4719,8251,Asphalt,Local,No,,0.52333,,CALM PSGE,CHAVIS RD, ,{06743424-989E-464D-A7CB-19A3234945A3}
5723,3994.0,CALM PASSAGE,,501,613,614,8252,Unpaved,Private,No,,0.11299,BROWN RD,BROWN RD,,,{CB262191-CC1A-4690-9533-8EF898134557}
5724,298.0,CHARLES,LN,9316,9424,9425,8253,Unpaved,Private,No,,0.17791,LUCIELLE LN, , , ,{F930AF7D-F598-473C-954D-7FDE3263EE46}
5725,744.0,EFLAND CEDAR GROVE,RD,6100,6340,6339,8254,Asphalt,Major Coll,,,0.46399,LEE'S CHAPEL RD, ,MCDADE STORE RD, ,{DFA2B39C-EFA0-4883-8155-DCDCB391B653}
5726,1504.0,MCDADE STORE,RD,900,1150,1149,8255,Asphalt,Local,No,,0.47972,RICK RD, ,EFLAND-CEDAR GROVE RD,EFLAND-CEDAR GROVE RD,{729AE87E-D9DF-4426-946C-AF88F10C0F9A}
5727,2648.0,WILKERSON,RD,6800,7498,7499,8256,Asphalt,Minor Coll,No,,0.85889, , ,HAWKINS RD,HAWKINS RD,{F5918F0A-E344-4C0A-A817-331B2FED28B7}
5728,2156.0,SAWYER,RD,9706,9898,9899,8257,Asphalt,Local,No,,0.51356,DEER CROSSING RD, ,GRAY RD, ,{DA9C48DE-A80C-4D4B-AB5F-53EE86C84E3F}
5729,1000.0,HALL DAIRY,RD,9720,9798,9799,8258,Asphalt,Local,No,,0.08386,SHEALTIEL WAY, ,GRAY RD,GRAY RD,{82904538-E0AE-46F7-951D-BCBCF5FFA7C9}
5730,957.0,GRAY,RD,5920,6098,6099,8259,Asphalt,Local,No,,0.2683,HALL DAIRY RD, ,SAWYER RD,SAWYER RD,{AB15FB3F-AA93-482D-A4EA-9DB9BFA74473}
5731,1909.0,PLEASANT GREEN,RD,900,1220,1219,8260,Asphalt,Major Coll,No,,0.47418,HAPPY VALLEY FARM RD, ,EBENEZER RD, ,{678EFDEE-5A2B-47B2-88F0-F4622CFEE4F1}
5732,663.0,DICKSON MILL,RD,6000,6020,6021,8261,BST,Local,No,,0.09889,COUNTRY LANE DR,COUNTRY LANE DR,PLEASANT GREEN RD,PLEASANT GREEN RD,{80255F6A-DD45-4815-B782-C839DD0412C0}
5733,2490.0,US 70, ,4100,4126,4125,8262,,Minor Art,,,0.13971,LINDEN RD,JACKSON FUQUA BLVD,QUICK SILVER CIR, ,{C9EA7259-A9EF-4504-9FA9-EBDCD6C7BC6F}
5734,2490.0,US 70, ,3900,4098,4099,8263,,Minor Art,,,0.357,RED HILL LN, ,WOODS MOBILE HOME PK,LINDEN RD,{3955B017-C106-4D8E-9184-DA7D8DAF044B}
5735,1658.0,NC 86, ,7002,7430,7431,8264,Asphalt,Minor Art,No,,0.62353,CAVINESS JORDAN RD, ,HAWKINS RD, ,{72904F7E-DDD4-489A-9B9F-2514B4CFDB06}
5736,244.0,CARR STORE,RD,5212,5398,5399,8265,Asphalt,Minor Coll,No,,0.27222,TIMS LN, ,NC 49,CORBETT RIDGE RD,{40925032-A99A-45DA-8142-15AD906DE9C9}
5737,3804.0,COLLINGTON,DR,0,0,1000,8266,BST,Local,Yes,,0.01864,BRAY DR,,HAYWARDS LN,,{1BDD0CA8-021A-4832-AB4A-1AF81CF9B02C}
5738,3810.0,HAYWARDS,LN,0,0,218,8267,BST,Local,Yes,,0.11868,COLLINGTON DR,COLLINGTON DR,SUTTON PL,HAYWARDS LN,{8664D703-3A4C-45A5-BEB4-EA5831506A33}
5739,1504.0,MCDADE STORE,RD,100,898,899,8268,Asphalt,Local,No,,1.07248,HURDLE MILLS RD,NC 86,RICK RD, ,{1AF2E079-2C38-4B1F-AC4C-5279733BEC54}
5740,1072.0,HIGH ROCK,RD,5800,5898,5899,8269,Asphalt,Local,No,,0.10751,POPLAR DR, ,MAPLE AVE, ,{CDD7379F-EB0C-4AD0-9EDB-21D45B5388B3}
5741,1072.0,HIGH ROCK,RD,4900,5724,5725,8270,Asphalt,Local,No,,0.98814,IRA RD, ,POPLAR DR, ,{8341DFF7-143E-41B3-A883-DD2B819C74BF}
5742,1355.0,LEBANON,RD,5390,5398,5399,8271,Asphalt,Minor Coll,No,,0.09173,FAYE ST, ,BLUE JASPER LN, ,{10D4F6C5-15DC-44A7-A1F4-77A8315E4842}
5743,169.0,BUCKHORN,RD,2100,2624,2625,8272,Asphalt,Minor Coll,No,,0.70342,YARBOROUGH RD, ,MT WILLING RD,MT WILLING RD,{4D0617ED-9372-4695-8E3C-BA814522A943}
5744,1072.0,HIGH ROCK,RD,7700,7720,7719,8273,Asphalt,Local,No,,0.09732,,SADDLE CLUB RD,SARA LN,,{1645F77D-8E27-4F04-B703-E645004B4E1A}
5745,1656.0,NC 57, ,5900,6098,6099,8274,,Major Coll,,,0.28857,MARY HALL RD,NC 57,KIGER RD,NC 57,{36AF047B-FFC2-4DDB-ADCB-335A567481A9}
5746,2162.0,SCHLEY,RD,3100,3430,3429,8275,BST,Local,No,,0.52602,DUDLEY DR, ,HWY 57,NC 57,{797B5939-13B4-4E64-826D-720EA284B2F4}
5747,2556.0,WALNUT GROVE CHURCH,RD,4800,5358,5359,8276,Asphalt,Minor Coll,No,,0.64413, , ,WILKERSON RD, ,{BE14EF34-E1BB-48C3-98F5-B548A6F5E79C}
5748,105.0,BRADSHAW QUARRY,RD,6400,6698,6699,8277,Asphalt,Local,No,,0.41555,THUNDER MOUNTAIN, ,OAK GROVE CHURCH RD, ,{AA2DCDEE-D6FD-4D94-BD7E-20EEEA25FE2A}
5749,2514.0,VERNON,RD,5400,5998,5999,8278,Asphalt,Local,No,,0.72962,OAK GROVE CHURCH RD,OAK GROVE CHURCH RD,BRADSHAW QUARRY RD,BRADSHAW QUARRY RD,{D216080B-259F-4AEC-9E65-1671BD50A002}
5750,1589.0,MOOREFIELDS,RD,1900,2266,2265,8279,Asphalt,Local,No,,0.618,DIMMOCKS MILL RD, ,THOROUGHBRED DR, ,{D8086E4B-8E49-49C2-A6E8-2C7E853D3273}
5751,1589.0,MOOREFIELDS,RD,2500,2730,2729,8280,Asphalt,Local,No,,0.34798,ELMER DR, ,STEVENS MEADOW LN, ,{99A276A4-10B9-4B3F-ADA9-A9CBEA8CF60B}
5752,609.0,DAIRYLAND,RD,2700,2736,2735,8283,,Minor Coll,,,0.04708,HUGH & COOKIE WILSON LN, ,SPRING VISTA CT, ,{8575EB1E-9CC0-45F5-B78D-691A42B028E7}
5753,1667.0,NEW HOPE CHURCH,RD,1400,1498,1499,8284,Asphalt,Local,No,,0.20752,NEW HOPE TRACE,40,NC 86,NC 86,{B1444E08-8B44-4A5A-A407-F0D882E45198}
5754,1667.0,NEW HOPE CHURCH,RD,1600,1750,1749,8285,Asphalt,Local,No,,0.23649,STRAYHORN LN,40,NC 86,NC 86,{E28373B8-1B6F-4837-944D-85EBA70A9B3C}
5755,1668.0,NEW HOPE,DR,2100,2114,2115,8286,BST,Local,No,,0.10969,NC 86,NC 86, , ,{695E0624-2DDC-4C1F-9B9A-47D2A1BA25B1}
5756,1659.0,NC 86, ,4000,4398,4399,8288,Asphalt,Major Coll,No,,0.47399,CHEYENNE DR, ,NEW HOPE CHURCH RD,NEW HOPE CHURCH RD,{EE22A1C0-46FA-4B4F-8459-71EF03218C3F}
5757,1754.0,OLD NC 10, ,3800,3906,3907,8289,,Major Coll,,,0.17349,UNIVERSITY STATION RD,UNIVERSITY STATION RD,ARTHUR'S WAY, ,{FA808557-9416-4435-99A8-71E4EE0D5E11}
5758,1616.0,MT SINAI,RD,3300,3398,3399,8293,Asphalt,Minor Coll,No,,0.16722,UNIVERSITY STATION RD, ,TURKEY FARM RD, ,{921C337B-5403-4EA4-AEFE-DD03265C089B}
5759,1754.0,OLD NC 10, ,2700,2710,2709,8295,,Major Coll,,,0.04843,HOOT OWL DR, ,MIJO'S LN, ,{4CF0E09B-709D-4233-8D1D-0E42D0E77071}
5760,1750.0,OLD LYSTRA,RD,1698,1820,1819,26461,BST,Collector,,,0.39365,LAZEY LN, , , ,{9D52CAD5-E2BB-400C-AD20-E0945217F685}
5761,3609.0,SUN FOREST,WAY,17,99,100,8305,,Private,,,0.10475,OLD LYSTRA RD, , , ,{129E0DEC-4E22-4E80-83C1-B4C4C19B9D87}
5762,1183.0,IVEY,RD,2312,2330,2329,8310,BST,Private,No,,0.11835,PUPPY LN, , , ,{BF6E0B8B-5FEA-416F-B456-4C826430CC0C}
5763,1183.0,IVEY,RD,2200,2310,2311,8311,BST,Local,No,,0.10335,PUPPY LN, , , ,{89A8EF25-4323-46E5-82D2-B0EF8CBEBAF9}
5764,1658.0,NC 86, ,6126,6734,6735,8313,Asphalt,Minor Art,No,,0.65489,,BLUE HERON LN,GLASS DR, ,{3B86652A-6792-4323-BF64-E085489E7F9A}
5765,393.0,COMPTON,RD,5600,7226,7225,8314,Asphalt,Local,No,,2.13926,CARR STORE RD,CARR STORE RD,NC 86,NC 86,{51DFC8E9-4B06-42BE-BE27-45E259C1FC27}
5766,1018.0,HARMONY CHURCH,RD,7108,7416,7415,8315,Asphalt,Local,,,0.35605,MELODY CIR, , , ,{09FDB4AA-EF61-47AF-8844-D1C9A22FFAEF}
5767,1612.0,MT CARMEL CHURCH,RD,1702,1838,1839,26462,BST,Collector,N,,0.34139,DOVEFIELD DR,MOUNT CARMEL CHURCH RD,SPARROW RUN LN, ,{C04FE86F-166E-4B24-9A9C-6E18EF96FBB3}
5768,1612.0,MT CARMEL CHURCH,RD,1840,1844,1845,8317,BST,Collector,N,,0.02986,SPARROW RUN LN,,MANGUM CT,MT CARMEL CHURCH RD,{F12C461B-1E98-46E2-82AF-8C8E4C0A0896}
5769,4002.0,SPARROW RUN,LN,7001,7049,7050,8318,Unpaved,Private,,,0.31645,MT CARMEL CHURCH RD,MT CARMEL CHURCH RD,,,{75DF6629-6221-45B0-A3F4-D8509289F2F4}
5770,3764.0,WILDHORSE,RUN,101,149,150,8319,,Private,,,0.14909,JONES FERRY RD,JONES FERRY RD,,,{A2510246-9D01-4DB4-9F1B-B096AE29A07B}
5771,674.0,DODSONS CROSSROADS, ,8208,8298,8299,8320,Asphalt,Major Coll,No,,0.12407,WESTERN PARK LN, ,HAWK RIDGE RD, ,{363D3766-1973-4A3A-A6AA-0D533E16205A}
5772,4006.0,DILLARD,ST,0,0,0,8321,Asphalt,Local,Yes,,0.1022,,,,,{F90400B7-0726-4AD7-A122-1758311AA4F1}
5773,3930.0,SIXTH,ST,0,0,0,8322,Asphalt,Local,Yes,,0.06428,,,,,{97CB094F-D686-44F3-9FDB-AC9014C633A7}
5774,2129.0,SADDLE CLUB,RD,1500,2000,2001,8323,Asphalt,Local,No,,0.69976, ,LEBANON RD,OLD SOUR WOOD TRL, ,{7E0A0893-807D-4E22-A7FD-AEA830C16753}
5775,2129.0,SADDLE CLUB,RD,2100,2348,2349,26463,Asphalt,Local,No,,0.36236,TALISKER TRAIL,,,FISHER TRL,{DA2E5B51-4C45-493E-851E-7E6DA332AB79}
5776,4008.0,TALISKER,TRL,5000,5158,5157,8325,Unpaved,Private,No,,0.59133,SADDLE CLUB RD,SADDLE CLUB RD,DOE RUN RD,DOE RUN RD,{DE9BC412-CB4B-41FA-9B43-B780456B2B2D}
5777,2556.0,WALNUT GROVE CHURCH,RD,9724,9898,9899,8326,Asphalt,Minor Coll,No,,0.69115,BREEZE RD, , , ,{EAA7D4D5-D59D-4797-92A1-41EA97A21C23}
5778,2556.0,WALNUT GROVE CHURCH,RD,9600,9722,9723,8327,Asphalt,Minor Coll,No,,0.24266,BREEZE RD, , , ,{2B9C4C89-BE96-42E6-B70C-B3B250602940}
5779,2648.0,WILKERSON,RD,9608,9698,9699,8328,Asphalt,Minor Coll,No,,0.55144,HURDLE MILLS RD, , , ,{07CAF9FC-2F70-40C8-B30C-8FAFA4A01FEE}
5780,2648.0,WILKERSON,RD,9600,9606,9607,8329,Asphalt,Minor Coll,No,,0.11064,HURDLE MILLS RD, , , ,{7A3F2762-F686-455E-9F46-95B7524C7D74}
5781,2375.0,TAPP,RD,9200,9748,9749,8330,Asphalt,Local,No,,1.21326,HESTER RD, ,HURDLE MILLS RD, ,{EFB1B5D8-793F-460D-B40F-A3712CB2DAEB}
5782,2375.0,TAPP,RD,9750,9798,9799,8331,Asphalt,Local,No,,0.253,HESTER RD, ,HURDLE MILLS RD, ,{D92C4FA9-CAD1-4094-9E1A-B4B4869C7B47}
5783,1157.0,HURDLE MILLS,RD,3052,3098,3099,8332,Asphalt,Local,No,,0.93721,HESTER RD, ,TAPP RD, ,{AF29F674-7F19-44A5-B718-A464FA2091FF}
5784,1157.0,HURDLE MILLS,RD,2900,3050,3049,8333,Asphalt,Local,No,,0.34081,HESTER RD, ,TAPP RD, ,{D260C260-03C9-4B5C-A263-C0B6B715C480}
5785,1057.0,HENSLEY,RD,1812,1898,1899,8334,Asphalt,Local,,,0.57601,ART RD, ,WHEELER'S CH RD,WHEELER'S CH RD,{389CBCEB-91CF-46D7-98FE-2AFC829273A4}
5786,519.0,BAMA,RD,9326,9498,9499,8335,Asphalt,Local,No,,0.58712,HENSLEY RD,HENSLEY RD, , ,{E6DBF850-CA43-4AF5-9EA0-95B693DD1A4B}
5787,519.0,BAMA,RD,9300,9324,9325,8336,Asphalt,Local,No,,0.14357,HENSLEY RD,HENSLEY RD, , ,{EDF81E16-5EC0-4F02-9F4D-716C30C278B5}
5788,3291.0,ANDERS,WAY,3901,3925,3924,8337,BST,Private,No,,0.07155,ANDERS CT, ,ELIZA LN, ,{9DFC29F6-7B07-491B-9CFF-40A630FA8F33}
5789,3291.0,ANDERS,WAY,3927,3929,3930,8338,BST,Private,No,,0.0616,ANDERS CT, ,ELIZA LN, ,{65A6146B-D9EC-4D7B-A411-1F2685D7027C}
5790,1618.0,MT ZION CHURCH,RD,2900,3630,3629,8339,Asphalt,Local,No,,1.10827,LYNCH STORE RD,LYNCH STORE RD,NC 49,NC 49,{BCAEA98C-3C3E-489F-92DF-F1B3F4A29EB9}
5791,1001.0,HALLS MILL,RD,2200,2624,2625,8341,Asphalt,Local,No,,0.65485,WHISKEY MILL RD, ,EFLAND-CEDAR GROVE RD,EFLAND-CEDAR GROVE RD,{B8E28CC0-0C34-4690-8BA2-E317E5D745FF}
5792,1001.0,HALLS MILL,RD,2700,2724,2725,8342,Asphalt,Local,No,,0.12707,WHISKEY MILL RD, ,EFLAND-CEDAR GROVE RD,EFLAND-CEDAR GROVE RD,{438A0028-9997-45D2-8921-BA5DBCCEF7C4}
5793,4009.0,TREVOR,CT,3001,3017,3018,8343,Unpaved,Private,No,,0.1204,HALLS MILL RD,HALLS MILL RD,,,{19EFCA23-C12D-4ADF-8E38-6DA930F2D4C3}
